Area,Period,SOC,Occupation Title,Base Year,Projected Year,Change,Percent,Total Annual Openings,Growth Annual Openings,Replacement Annual Openings
10,2012-2022,' 21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",11060,12220,1160,10.5%,370,120,250
10,2012-2022,' 21-1011,Substance Abuse and Behavioral Disorder Counselors,800,920,120,15%,30,10,20
10,2012-2022,' 21-1012,"Educational, Guidance, School, and Vocational Counselors",1460,1530,70,4.8%,40,10,30
10,2012-2022,' 21-1014,Mental Health Counselors,440,510,70,15.9%,20,10,10
10,2012-2022,' 21-1015,Rehabilitation Counselors,880,990,110,12.5%,30,10,20
10,2012-2022,' 21-1019,"Counselors, All Other",80,90,10,12.5%,0,0,0
10,2012-2022,' 21-1021,"Child, Family, and School Social Workers",1290,1390,100,7.8%,40,10,30
10,2012-2022,' 21-1022,Healthcare Social Workers,610,750,140,23%,20,10,10
10,2012-2022,' 21-1023,Mental Health and Substance Abuse Social Workers,720,800,80,11.1%,30,10,20
10,2012-2022,' 21-1029,"Social Workers, All Other",950,960,10,1.1%,20,0,20
10,2012-2022,' 21-1091,Health Educators,510,590,80,15.7%,20,10,10
10,2012-2022,' 21-1092,Probation Officers and Correctional Treatment Specialists,360,340,-20,-5.6%,10,0,10
10,2012-2022,' 21-1093,Social and Human Service Assistants,2180,2470,290,13.3%,90,30,60
10,2012-2022,' 21-1099,"Community and Social Service Specialists, All Other",550,590,40,7.3%,10,0,10
10,2012-2022,' 21-2000,Religious Workers,1480,1620,140,9.5%,50,10,40
10,2012-2022,' 21-2011,Clergy,850,930,80,9.4%,30,10,20
10,2012-2022,' 21-2021,"Directors, Religious Activities and Education",480,530,50,10.4%,20,0,20
10,2012-2022,' 21-2099,"Religious Workers, All Other",150,170,20,13.3%,0,0,0
10,2012-2022,' 23-0000,Legal Occupations,7210,7720,510,7.1%,170,50,120
10,2012-2022,' 23-1000,"Lawyers, Judges, and Related Workers",5360,5640,280,5.2%,120,30,90
10,2012-2022,' 23-1011,Lawyers,4090,4390,300,7.3%,100,30,70
10,2012-2022,' 23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",110,110,0,0%,0,0,0
10,2012-2022,' 23-1022,"Arbitrators, Mediators, and Conciliators",710,700,-10,-1.4%,10,0,10
10,2012-2022,' 23-1023,"Judges, Magistrate Judges, and Magistrates",410,400,-10,-2.4%,10,0,10
10,2012-2022,' 23-2000,Legal Support Workers,1850,2090,240,13%,50,20,30
10,2012-2022,' 23-2011,Paralegals and Legal Assistants,1400,1620,220,15.7%,40,20,20
10,2012-2022,' 23-2091,Court Reporters,140,140,0,0%,0,0,0
10,2012-2022,' 23-2093,"Title Examiners, Abstractors, and Searchers",180,190,10,5.6%,0,0,0
10,2012-2022,' 23-2099,"Legal Support Workers, All Other",140,140,0,0%,0,0,0
10,2012-2022,' 25-0000,"Education, Training, and Library Occupations",54010,56910,2900,5.4%,1400,300,1100
10,2012-2022,' 25-1000,Postsecondary Teachers,11470,12720,1250,10.9%,300,130,170
10,2012-2022,' 25-1011,"Business Teachers, Postsecondary",800,890,90,11.3%,20,10,10
10,2012-2022,' 25-1021,"Computer Science Teachers, Postsecondary",230,250,20,8.7%,0,0,0
10,2012-2022,' 25-1022,"Mathematical Science Teachers, Postsecondary",390,430,40,10.3%,10,0,10
10,2012-2022,' 25-1031,"Architecture Teachers, Postsecondary",70,80,10,14.3%,0,0,0
10,2012-2022,' 25-1042,"Biological Science Teachers, Postsecondary",270,310,40,14.8%,0,0,0
10,2012-2022,' 25-1052,"Chemistry Teachers, Postsecondary",170,180,10,5.9%,0,0,0
10,2012-2022,' 25-1054,"Physics Teachers, Postsecondary",100,110,10,10%,0,0,0
10,2012-2022,' 25-1061,"Anthropology and Archeology Teachers, Postsecondary",60,60,0,0%,0,0,0
10,2012-2022,' 25-1063,"Economics Teachers, Postsecondary",70,70,0,0%,0,0,0
10,2012-2022,' 25-1065,"Political Science Teachers, Postsecondary",180,200,20,11.1%,0,0,0
10,2012-2022,' 25-1066,"Psychology Teachers, Postsecondary",310,340,30,9.7%,10,0,10
10,2012-2022,' 25-1067,"Sociology Teachers, Postsecondary",160,170,10,6.3%,0,0,0
10,2012-2022,' 25-1071,"Health Specialties Teachers, Postsecondary",430,570,140,32.6%,20,10,10
10,2012-2022,' 25-1072,"Nursing Instructors and Teachers, Postsecondary",510,670,160,31.4%,30,20,10
10,2012-2022,' 25-1081,"Education Teachers, Postsecondary",900,970,70,7.8%,20,10,10
10,2012-2022,' 25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",220,250,30,13.6%,0,0,0
10,2012-2022,' 25-1112,"Law Teachers, Postsecondary",110,120,10,9.1%,0,0,0
10,2012-2022,' 25-1113,"Social Work Teachers, Postsecondary",90,100,10,11.1%,0,0,0
10,2012-2022,' 25-1121,"Art, Drama, and Music Teachers, Postsecondary",710,780,70,9.9%,20,10,10
10,2012-2022,' 25-1122,"Communications Teachers, Postsecondary",190,200,10,5.3%,0,0,0
10,2012-2022,' 25-1123,"English Language and Literature Teachers, Postsecondary",580,630,50,8.6%,20,10,10
10,2012-2022,' 25-1124,"Foreign Language and Literature Teachers, Postsecondary",160,170,10,6.3%,0,0,0
10,2012-2022,' 25-1125,"History Teachers, Postsecondary",160,170,10,6.3%,0,0,0
10,2012-2022,' 25-1126,"Philosophy and Religion Teachers, Postsecondary",190,220,30,15.8%,0,0,0
10,2012-2022,' 25-1191,Graduate Teaching Assistants,420,430,10,2.4%,10,0,10
10,2012-2022,' 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",130,150,20,15.4%,0,0,0
10,2012-2022,' 25-1194,"Vocational Education Teachers, Postsecondary",650,720,70,10.8%,20,10,10
10,2012-2022,' 25-1199,"Postsecondary Teachers, All Other",2890,3140,250,8.7%,70,30,40
10,2012-2022,' 25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",21200,22020,820,3.9%,590,90,500
10,2012-2022,' 25-2011,"Preschool Teachers, Except Special Education",1730,1930,200,11.6%,70,20,50
10,2012-2022,' 25-2012,"Kindergarten Teachers, Except Special Education",760,800,40,5.3%,30,10,20
10,2012-2022,' 25-2021,"Elementary School Teachers, Except Special Education",6000,6350,350,5.8%,170,40,130
10,2012-2022,' 25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2770,2930,160,5.8%,80,20,60
10,2012-2022,' 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",5340,5300,-40,-0.7%,150,0,150
10,2012-2022,' 25-2032,"Career/Technical Education Teachers, Secondary School",740,730,-10,-1.4%,20,0,20
10,2012-2022,' 25-2051,"Special Education Teachers, Preschool",340,390,50,14.7%,20,10,10
10,2012-2022,' 25-2052,"Special Education Teachers, Kindergarten and Elementary School",1410,1490,80,5.7%,30,10,20
10,2012-2022,' 25-2053,"Special Education Teachers, Middle School",640,640,0,0%,10,0,10
10,2012-2022,' 25-2054,"Special Education Teachers, Secondary School",1200,1180,-20,-1.7%,20,0,20
10,2012-2022,' 25-3000,Other Teachers and Instructors,9130,9510,380,4.2%,200,40,160
10,2012-2022,' 25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,750,760,10,1.3%,10,0,10
10,2012-2022,' 25-3021,Self-Enrichment Education Teachers,2370,2690,320,13.5%,70,30,40
10,2012-2022,' 25-3098,Substitute Teachers,4940,4890,-50,-1%,80,0,80
10,2012-2022,' 25-3099,"Teachers and Instructors, All Other",1070,1160,90,8.4%,30,10,20
10,2012-2022,' 25-4000,"Librarians, Curators, and Archivists",1350,1360,10,0.7%,50,0,50
10,2012-2022,' 25-4021,Librarians,740,740,0,0%,20,0,20
10,2012-2022,' 25-4031,Library Technicians,510,500,-10,-2%,30,0,30
10,2012-2022,' 25-9000,"Other Education, Training, and Library Occupations",10870,11300,430,4%,270,40,230
10,2012-2022,' 25-9031,Instructional Coordinators,680,750,70,10.3%,20,10,10
10,2012-2022,' 25-9041,Teacher Assistants,9930,10300,370,3.7%,270,40,230
10,2012-2022,' 25-9099,"Education, Training, and Library Workers, All Other",170,180,10,5.9%,0,0,0
10,2012-2022,' 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",11940,12280,340,2.8%,330,50,280
10,2012-2022,' 27-1000,Art and Design Workers,3420,3430,10,0.3%,90,0,90
10,2012-2022,' 27-1014,Multimedia Artists and Animators,170,160,-10,-5.9%,0,0,0
10,2012-2022,' 27-1021,Commercial and Industrial Designers,280,280,0,0%,10,0,10
10,2012-2022,' 27-1023,Floral Designers,300,290,-10,-3.3%,10,0,10
10,2012-2022,' 27-1024,Graphic Designers,900,920,20,2.2%,20,0,20
10,2012-2022,' 27-1025,Interior Designers,260,260,0,0%,10,0,10
10,2012-2022,' 27-1026,Merchandise Displayers and Window Trimmers,350,360,10,2.9%,10,0,10
10,2012-2022,' 27-1029,"Designers, All Other",150,140,-10,-6.7%,0,0,0
10,2012-2022,' 27-2000,"Entertainers and Performers, Sports and Related Workers",3690,3890,200,5.4%,120,20,100
10,2012-2022,' 27-2012,Producers and Directors,510,520,10,2%,20,0,20
10,2012-2022,' 27-2022,Coaches and Scouts,850,990,140,16.5%,40,10,30
10,2012-2022,' 27-2041,Music Directors and Composers,640,660,20,3.1%,20,0,20
10,2012-2022,' 27-2042,Musicians and Singers,1130,1160,30,2.7%,30,0,30
10,2012-2022,' 27-3000,Media and Communication Workers,3040,3090,50,1.6%,80,10,70
10,2012-2022,' 27-3011,Radio and Television Announcers,140,140,0,0%,0,0,0
10,2012-2022,' 27-3012,Public Address System and Other Announcers,80,80,0,0%,0,0,0
10,2012-2022,' 27-3021,Broadcast News Analysts,70,70,0,0%,0,0,0
10,2012-2022,' 27-3022,Reporters and Correspondents,280,270,-10,-3.6%,10,0,10
10,2012-2022,' 27-3031,Public Relations Specialists,710,800,90,12.7%,20,10,10
10,2012-2022,' 27-3041,Editors,690,640,-50,-7.2%,20,0,20
10,2012-2022,' 27-3042,Technical Writers,120,140,20,16.7%,0,0,0
10,2012-2022,' 27-3043,Writers and Authors,740,740,0,0%,20,0,20
10,2012-2022,' 27-3091,Interpreters and Translators,100,130,30,30%,0,0,0
10,2012-2022,' 27-3099,"Media and Communication Workers, All Other",100,100,0,0%,0,0,0
10,2012-2022,' 27-4000,Media and Communication Equipment Workers,1800,1870,70,3.9%,30,10,20
10,2012-2022,' 27-4011,Audio and Video Equipment Technicians,430,490,60,14%,20,10,10
10,2012-2022,' 27-4012,Broadcast Technicians,240,250,10,4.2%,0,0,0
10,2012-2022,' 27-4014,Sound Engineering Technicians,80,80,0,0%,0,0,0
10,2012-2022,' 27-4021,Photographers,760,770,10,1.3%,10,0,10
10,2012-2022,' 27-4031,"Camera Operators, Television, Video, and Motion Picture",110,110,0,0%,0,0,0
10,2012-2022,' 27-4032,Film and Video Editors,110,100,-10,-9.1%,0,0,0
10,2012-2022,' 29-0000,Healthcare Practitioners and Technical Occupations,40370,45470,5100,12.6%,1340,510,830
10,2012-2022,' 29-1000,Health Diagnosing and Treating Practitioners,26020,28890,2870,11%,820,290,530
10,2012-2022,' 29-1011,Chiropractors,180,190,10,5.6%,0,0,0
10,2012-2022,' 29-1021,"Dentists, General",400,440,40,10%,10,0,10
10,2012-2022,' 29-1024,Prosthodontists,60,60,0,0%,0,0,0
10,2012-2022,' 29-1031,Dietitians and Nutritionists,340,370,30,8.8%,0,0,0
10,2012-2022,' 29-1041,Optometrists,150,170,20,13.3%,0,0,0
10,2012-2022,' 29-1051,Pharmacists,1420,1520,100,7%,40,10,30
10,2012-2022,' 29-1061,Anesthesiologists,450,530,80,17.8%,20,10,10
10,2012-2022,' 29-1062,Family and General Practitioners,280,310,30,10.7%,10,0,10
10,2012-2022,' 29-1064,Obstetricians and Gynecologists,180,190,10,5.6%,0,0,0
10,2012-2022,' 29-1065,"Pediatricians, General",290,330,40,13.8%,10,0,10
10,2012-2022,' 29-1067,Surgeons,370,440,70,18.9%,20,10,10
10,2012-2022,' 29-1069,"Physicians and Surgeons, All Other",1960,2240,280,14.3%,80,30,50
10,2012-2022,' 29-1071,Physician Assistants,440,570,130,29.5%,20,10,10
10,2012-2022,' 29-1081,Podiatrists,70,70,0,0%,0,0,0
10,2012-2022,' 29-1122,Occupational Therapists,680,800,120,17.6%,20,10,10
10,2012-2022,' 29-1123,Physical Therapists,1180,1430,250,21.2%,60,30,30
10,2012-2022,' 29-1124,Radiation Therapists,50,50,0,0%,0,0,0
10,2012-2022,' 29-1125,Recreational Therapists,110,110,0,0%,0,0,0
10,2012-2022,' 29-1126,Respiratory Therapists,510,540,30,5.9%,10,0,10
10,2012-2022,' 29-1127,Speech-Language Pathologists,1090,1200,110,10.1%,30,10,20
10,2012-2022,' 29-1129,"Therapists, All Other",160,200,40,25%,0,0,0
10,2012-2022,' 29-1131,Veterinarians,270,310,40,14.8%,10,0,10
10,2012-2022,' 29-1141,Registered Nurses,13390,14450,1060,7.9%,370,110,260
10,2012-2022,' 29-1171,Nurse Practitioners,850,1060,210,24.7%,40,20,20
10,2012-2022,' 29-1199,"Health Diagnosing and Treating Practitioners, All Other",110,110,0,0%,0,0,0
10,2012-2022,' 29-2000,Health Technologists and Technicians,13880,16080,2200,15.9%,510,220,290
10,2012-2022,' 29-2011,Medical and Clinical Laboratory Technologists,440,450,10,2.3%,10,0,10
10,2012-2022,' 29-2012,Medical and Clinical Laboratory Technicians,320,360,40,12.5%,20,10,10
10,2012-2022,' 29-2021,Dental Hygienists,1100,1350,250,22.7%,60,30,30
10,2012-2022,' 29-2031,Cardiovascular Technologists and Technicians,150,170,20,13.3%,0,0,0
10,2012-2022,' 29-2032,Diagnostic Medical Sonographers,280,370,90,32.1%,10,10,0
10,2012-2022,' 29-2033,Nuclear Medicine Technologists,90,100,10,11.1%,0,0,0
10,2012-2022,' 29-2034,Radiologic Technologists,1090,1190,100,9.2%,30,10,20
10,2012-2022,' 29-2035,Magnetic Resonance Imaging Technologists,110,130,20,18.2%,0,0,0
10,2012-2022,' 29-2041,Emergency Medical Technicians and Paramedics,810,910,100,12.3%,30,10,20
10,2012-2022,' 29-2051,Dietetic Technicians,110,120,10,9.1%,0,0,0
10,2012-2022,' 29-2052,Pharmacy Technicians,1660,1870,210,12.7%,40,20,20
10,2012-2022,' 29-2055,Surgical Technologists,340,390,50,14.7%,10,10,0
10,2012-2022,' 29-2056,Veterinary Technologists and Technicians,370,480,110,29.7%,10,10,0
10,2012-2022,' 29-2061,Licensed Practical and Licensed Vocational Nurses,5260,6210,950,18.1%,220,90,130
10,2012-2022,' 29-2071,Medical Records and Health Information Technicians,860,970,110,12.8%,30,10,20
10,2012-2022,' 29-2081,"Opticians, Dispensing",340,380,40,11.8%,10,0,10
10,2012-2022,' 29-2099,"Health Technologists and Technicians, All Other",270,280,10,3.7%,0,0,0
10,2012-2022,' 29-9000,Other Healthcare Practitioners and Technical Occupations,480,500,20,4.2%,10,0,10
10,2012-2022,' 29-9011,Occupational Health and Safety Specialists,220,230,10,4.5%,10,0,10
10,2012-2022,' 29-9091,Athletic Trainers,120,130,10,8.3%,0,0,0
10,2012-2022,' 29-9099,"Healthcare Practitioners and Technical Workers, All Other",120,120,0,0%,0,0,0
10,2012-2022,' 31-0000,Healthcare Support Occupations,18700,21700,3000,16%,660,300,360
10,2012-2022,' 31-1000,"Nursing, Psychiatric, and Home Health Aides",13400,15620,2220,16.6%,480,220,260
10,2012-2022,' 31-1011,Home Health Aides,5480,6990,1510,27.6%,250,150,100
10,2012-2022,' 31-1014,Nursing Assistants,7330,8010,680,9.3%,210,70,140
10,2012-2022,' 31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,890,1110,220,24.7%,40,20,20
10,2012-2022,' 31-2011,Occupational Therapy Assistants,390,490,100,25.6%,20,10,10
10,2012-2022,' 31-2021,Physical Therapist Assistants,320,400,80,25%,20,10,10
10,2012-2022,' 31-2022,Physical Therapist Aides,140,170,30,21.4%,0,0,0
10,2012-2022,' 31-9000,Other Healthcare Support Occupations,4410,4970,560,12.7%,140,60,80
10,2012-2022,' 31-9011,Massage Therapists,350,380,30,8.6%,0,0,0
10,2012-2022,' 31-9091,Dental Assistants,1110,1270,160,14.4%,40,20,20
10,2012-2022,' 31-9092,Medical Assistants,1070,1270,200,18.7%,40,20,20
10,2012-2022,' 31-9093,Medical Equipment Preparers,160,170,10,6.3%,0,0,0
10,2012-2022,' 31-9094,Medical Transcriptionists,440,440,0,0%,10,0,10
10,2012-2022,' 31-9095,Pharmacy Aides,200,210,10,5%,0,0,0
10,2012-2022,' 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,290,310,20,6.9%,10,0,10
10,2012-2022,' 31-9097,Phlebotomists,160,180,20,12.5%,0,0,0
10,2012-2022,' 31-9099,"Healthcare Support Workers, All Other",640,720,80,12.5%,20,10,10
10,2012-2022,' 33-0000,Protective Service Occupations,20000,20530,530,2.7%,620,70,550
10,2012-2022,' 33-1000,Supervisors of Protective Service Workers,2100,2110,10,0.5%,70,0,70
10,2012-2022,' 33-1011,First-Line Supervisors of Correctional Officers,230,220,-10,-4.3%,10,0,10
10,2012-2022,' 33-1012,First-Line Supervisors of Police and Detectives,960,960,0,0%,30,0,30
10,2012-2022,' 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,650,650,0,0%,30,0,30
10,2012-2022,' 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",260,280,20,7.7%,10,0,10
10,2012-2022,' 33-2000,Fire Fighting and Prevention Workers,2230,2230,0,0%,60,0,60
10,2012-2022,' 33-2011,Firefighters,2160,2160,0,0%,60,0,60
10,2012-2022,' 33-3000,Law Enforcement Workers,8160,8070,-90,-1.1%,230,0,230
10,2012-2022,' 33-3011,Bailiffs,270,260,-10,-3.7%,10,0,10
10,2012-2022,' 33-3012,Correctional Officers and Jailers,2650,2540,-110,-4.2%,70,0,70
10,2012-2022,' 33-3021,Detectives and Criminal Investigators,840,860,20,2.4%,20,0,20
10,2012-2022,' 33-3051,Police and Sheriff's Patrol Officers,4360,4360,0,0%,140,0,140
10,2012-2022,' 33-9000,Other Protective Service Workers,7500,8120,620,8.3%,260,70,190
10,2012-2022,' 33-9011,Animal Control Workers,170,170,0,0%,0,0,0
10,2012-2022,' 33-9021,Private Detectives and Investigators,170,180,10,5.9%,10,0,10
10,2012-2022,' 33-9032,Security Guards,4640,5150,510,11%,120,50,70
10,2012-2022,' 33-9091,Crossing Guards,870,820,-50,-5.7%,10,0,10
10,2012-2022,' 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",540,570,30,5.6%,40,0,40
10,2012-2022,' 33-9093,Transportation Security Screeners,250,280,30,12%,10,0,10
10,2012-2022,' 35-0000,Food Preparation and Serving Related Occupations,60600,71140,10540,17.4%,3370,1050,2320
10,2012-2022,' 35-1000,Supervisors of Food Preparation and Serving Workers,4450,5360,910,20.4%,210,90,120
10,2012-2022,' 35-1011,Chefs and Head Cooks,680,760,80,11.8%,20,10,10
10,2012-2022,' 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,3760,4590,830,22.1%,190,80,110
10,2012-2022,' 35-2000,Cooks and Food Preparation Workers,13250,15240,1990,15%,500,200,300
10,2012-2022,' 35-2011,"Cooks, Fast Food",2130,2340,210,9.9%,60,20,40
10,2012-2022,' 35-2012,"Cooks, Institution and Cafeteria",1220,1340,120,9.8%,30,10,20
10,2012-2022,' 35-2014,"Cooks, Restaurant",4630,5850,1220,26.3%,210,120,90
10,2012-2022,' 35-2015,"Cooks, Short Order",1180,1300,120,10.2%,30,10,20
10,2012-2022,' 35-2021,Food Preparation Workers,3870,4180,310,8%,140,30,110
10,2012-2022,' 35-3000,Food and Beverage Serving Workers,36720,43380,6660,18.1%,2260,670,1590
10,2012-2022,' 35-3011,Bartenders,4640,5600,960,20.7%,270,100,170
10,2012-2022,' 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",14800,18180,3380,22.8%,910,340,570
10,2012-2022,' 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",4290,4520,230,5.4%,280,20,260
10,2012-2022,' 35-3031,Waiters and Waitresses,11030,12760,1730,15.7%,700,170,530
10,2012-2022,' 35-3041,"Food Servers, Nonrestaurant",1960,2330,370,18.9%,100,40,60
10,2012-2022,' 35-9000,Other Food Preparation and Serving Related Workers,6190,7160,970,15.7%,420,100,320
10,2012-2022,' 35-9021,Dishwashers,3240,3730,490,15.1%,190,50,140
10,2012-2022,' 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1490,1740,250,16.8%,140,30,110
10,2012-2022,' 37-0000,Building and Grounds Cleaning and Maintenance Occupations,26660,29040,2380,8.9%,780,240,540
10,2012-2022,' 37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,1870,2040,170,9.1%,60,20,40
10,2012-2022,' 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,1370,1490,120,8.8%,40,10,30
10,2012-2022,' 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",500,550,50,10%,20,10,10
10,2012-2022,' 37-2000,Building Cleaning and Pest Control Workers,20020,21830,1810,9%,560,180,380
10,2012-2022,' 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13280,14440,1160,8.7%,370,120,250
10,2012-2022,' 37-2012,Maids and Housekeeping Cleaners,6350,6960,610,9.6%,190,60,130
10,2012-2022,' 37-3000,Grounds Maintenance Workers,4770,5170,400,8.4%,160,40,120
10,2012-2022,' 37-3011,Landscaping and Groundskeeping Workers,4240,4610,370,8.7%,150,40,110
10,2012-2022,' 37-3013,Tree Trimmers and Pruners,180,190,10,5.6%,10,0,10
10,2012-2022,' 39-0000,Personal Care and Service Occupations,30700,35600,4900,16%,1100,490,610
10,2012-2022,' 39-1000,Supervisors of Personal Care and Service Workers,1120,1290,170,15.2%,40,20,20
10,2012-2022,' 39-1021,First-Line Supervisors of Personal Service Workers,1050,1190,140,13.3%,30,10,20
10,2012-2022,' 39-2000,Animal Care and Service Workers,910,990,80,8.8%,20,10,10
10,2012-2022,' 39-2011,Animal Trainers,100,120,20,20%,10,0,10
10,2012-2022,' 39-2021,Nonfarm Animal Caretakers,800,880,80,10%,20,10,10
10,2012-2022,' 39-3000,Entertainment Attendants and Related Workers,2010,2420,410,20.4%,140,40,100
10,2012-2022,' 39-3012,Gaming and Sports Book Writers and Runners,110,190,80,72.7%,10,10,0
